ticker,company_公司名,sector_板块,val_估值得分(PEG/EV/ERG/PE/FCFYld),grw_成长得分(营收/EPS/FCF/指引增速),qlt_质量得分(毛利率/FCF率/ROIC/负债),ai_AI暴露得分(AI营收/平台/订单占比),exp_预期差得分(超预期营收EPS指引),mom_动量得分(RSI14/价格vs200日均),"risk_风险扣分(max20,Beta/回撤/负债)",final_综合得分(0-100),rating_评级,circuit_熔断(Beta>2.2且回撤>35%或DE>1.8),raw_peg_市盈增长比(越低越便宜),raw_ev_sales_EV营收比,raw_forward_pe_远期市盈率,raw_fcf_yield_FCF收益率(越高越好),raw_rev_growth_营收同比增速,raw_eps_growth_EPS同比增速,raw_fwd_rev_guide_NTM营收指引增速,raw_gross_margin_毛利率,raw_fcf_margin_FCF利润率,raw_roic_投入资本回报率,raw_de_ratio_债务权益比(含可转债),raw_nrr_净收入留存率(SaaS/Cyber),raw_rsi14_RSI14(45-65最佳),raw_vs200ma_价格偏离200日均(%),raw_beta_贝塔系数,raw_max_dd_1y_1年最大回撤,live_fields_实时字段数,bad_fields_剔除字段,validation_status,validation_confidence,source_conflict,formula_mismatch,formula_diff_level,formula_diff_abs,formula_diff_reason,base_score_recalculated,dynamic_adjustment_recalculated,final_score_recalculated,sector_confidence,sector_suggested,raw_data_conflict,momentum_recalculated,human_review_required,validation_notes,source_urls_yf,source_urls_fmp,source_urls_sec,source_urls_10k,last_refreshed,raw_current_price_yf,raw_shares_out_yf,raw_fwd_eps_yf,raw_ev_snap_yf,raw_price_at_ev_snap_yf,raw_net_debt_yf,raw_rev_ttm_yf,raw_fcf_ttm_yf,raw_ebitda_ttm_yf,raw_capex_yf,raw_depr_yf,raw_rd_yf,raw_op_inc_yf
ONTO,Onto Innovation Inc.,Hardware,52.81,37.41,53.94,61.21,57.73,0.0,11.84,34.18,Avoid,,1.55 [yf],15.47 [yf],33.93 [yf],1.2% [yf],9.5% [yf],-48.5% [yf],18.0% [mk],54.2% [yf],19.1% [yf],5.3% [yf],0.1 [mk],n/a [--],nan [yf],nan% [yf],1.625 [yf],-20.2% [yf],18.0,,PASS,1.0,False,False,review_medium,2.19,rounding_difference,41.6,0.0,41.6,0.0,Unknown,False,98.6,False,,https://finance.yahoo.com/quote/ONTO,https://financialmodelingprep.com/financial-summary/ONTO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000704532&type=10-K,https://www.sec.gov/Archives/edgar/data/704532/000119312526066937/0001193125-26-066937-index.htm,2026-07-10 22:05,333.8 [yf],4.974e+07 [yf],9.837 [yf],1.507e+10 [yf],333.8 [yf],-6.542e+08 [yf],1.031e+09 [yf],1.972e+08 [yf],2.669e+08 [yf],-2.851e+07 [yf],6.044e+07 [yf],1.32e+08 [yf],1.514e+08 [yf]
TXN,Texas Instruments,Hardware,63.83,46.4,57.5,2.21,46.85,96.64,14.31,33.47,Avoid,,1.095 [yf],16.42 [yf],34.27 [yf],0.4% [yf],18.6% [yf],31.3% [yf],8.0% [mk],57.3% [yf],5.8% [yf],32.3% [yf],0.85 [mk],n/a [--],56.6 [yf],54.8% [yf],1.309 [yf],-29.6% [yf],18.0,,PASS,1.0,False,False,review_low,0.77,live_data_drift,26.55,0.0,26.55,1.0,Hardware,False,94.0,False,"[DIM-DELTA] valuation: CSV=43.60 vs recalc=47.44 (Δ=-3.84) | [LIVE-DRIFT-OK] final diff=0.77 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/TXN,https://financialmodelingprep.com/financial-summary/TXN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000097476&type=10-K,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,2026-07-10 22:05,322.9 [yf],9.101e+08 [yf],9.421 [yf],2.872e+11 [yf],322.9 [yf],8.947e+09 [yf],1.844e+10 [yf],1.068e+09 [yf],8.665e+09 [yf],-4.55e+09 [yf],1.999e+09 [yf],2.083e+09 [yf],6.14e+09 [yf]
MCHP,Microchip Technology,Hardware,70.7,44.63,48.29,0.88,28.87,96.12,12.42,32.8,Avoid,,0.36 [yf],12.62 [yf],24.39 [yf],2.1% [yf],35.1% [yf],-15.0% [yf],8.0% [mk],57.7% [yf],24.2% [yf],3.4% [yf],1.2 [mk],n/a [--],55.3 [yf],38.9% [yf],1.725 [yf],-34.4% [yf],17.0,,PASS,1.0,False,False,review_low,0.79,live_data_drift,28.81,0.0,28.81,1.0,Hardware,False,93.3,False,"[DIM-DELTA] valuation: CSV=57.80 vs recalc=69.23 (Δ=-11.43) | [LIVE-DRIFT-OK] final diff=0.79 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/MCHP,https://financialmodelingprep.com/financial-summary/MCHP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000827054&type=10-K,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/0000827054-26-000016-index.htm,2026-07-10 22:05,99.77 [yf],5.421e+08 [yf],4.091 [yf],5.724e+10 [yf],99.77 [yf],5.402e+09 [yf],4.713e+09 [yf],1.14e+09 [yf],1.219e+09 [yf],-9.11e+07 [yf],6.893e+08 [yf],1.086e+09 [yf],5.298e+08 [yf]
ORCL,Oracle,SaaS,89.91,61.98,32.11,34.0,53.44,36.05,11.45,31.94,Avoid,YES,0.771 [yf],9.71 [yf],16.89 [yf],-3.8% [yf],20.6% [yf],21.9% [yf],12.0% [mk],65.8% [yf],-30.2% [yf],53.4% [yf],5.0 [mk],1.1 [mk],32.2 [yf],-9.7% [yf],1.655 [yf],-58.2% [yf],16.0,fcf_yield,PASS,0.9,False,False,review_low,1.88,live_data_drift,29.78,0.0,29.78,1.0,SaaS,True,55.9,True,"[CROSS-SRC] gross_margin: CSV=0.658 vs SEC=0.423 (diff=0.235) | [DIM-DELTA] ai_exposure: CSV=29.80 vs recalc=34.00 (Δ=-4.20) | [LIVE-DRIFT-OK] final diff=1.88 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/ORCL,https://financialmodelingprep.com/financial-summary/ORCL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001341439&type=10-K,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/0000950170-25-087926-index.htm,2026-07-10 22:05,184.3 [yf],2.876e+09 [yf],10.91 [yf],6.663e+11 [yf],184.3 [yf],1.243e+11 [yf],6.736e+10 [yf],-2.034e+10 [yf],3.174e+10 [yf],-2.122e+10 [yf],6.174e+09 [yf],9.86e+09 [yf],1.805e+10 [yf]
AAPL,Apple,Hardware,69.89,45.94,59.52,4.62,46.85,79.34,16.07,31.86,Avoid,,1.425 [yf],9.73 [yf],31.06 [yf],2.3% [yf],16.6% [yf],21.8% [yf],8.0% [mk],47.9% [yf],22.4% [yf],141.5% [yf],1.5 [mk],1.05 [mk],39.1 [yf],11.3% [yf],1.086 [yf],-13.8% [yf],18.0,,PASS,0.9,False,False,minor_diff,0.2,rounding_difference,24.91,0.0,24.91,1.0,Hardware,True,82.7,True,[CROSS-SRC] gross_margin: CSV=0.479 vs SEC=0.735 (diff=0.256),https://finance.yahoo.com/quote/AAPL,https://financialmodelingprep.com/financial-summary/AAPL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320193&type=10-K,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/0000320193-25-000079-index.htm,2026-07-10 22:05,298 [yf],1.469e+10 [yf],9.595 [yf],4.411e+12 [yf],298 [yf],1.62e+10 [yf],4.514e+11 [yf],1.011e+11 [yf],1.6e+11 [yf],-1.272e+10 [yf],1.17e+10 [yf],3.455e+10 [yf],1.33e+11 [yf]
EXLS,ExlService Holdings,Hardware,92.09,43.45,51.9,18.75,47.35,0.0,14.76,30.79,Avoid,,1.378 [yf],1.96 [yf],10.33 [yf],7.4% [yf],13.8% [yf],7.5% [yf],12.0% [mk],38.5% [yf],13.7% [yf],28.1% [yf],0.05 [mk],n/a [--],nan [yf],nan% [yf],0.823 [yf],-40.7% [yf],18.0,,PASS,1.0,False,False,review_low,1.95,live_data_drift,30.11,0.0,30.11,0.0,Unknown,False,44.2,False,"[DIM-DELTA] valuation: CSV=94.20 vs recalc=90.06 (Δ=+4.14) | [LIVE-DRIFT-OK] final diff=1.95 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/EXLS,https://financialmodelingprep.com/financial-summary/EXLS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001297989&type=10-K,https://www.sec.gov/Archives/edgar/data/1297989/000129798926000008/0001297989-26-000008-index.htm,2026-07-10 22:05,25.93 [yf],1.528e+08 [yf],2.51 [yf],4.666e+09 [yf],25.93 [yf],2.669e+08 [yf],2.157e+09 [yf],2.952e+08 [yf],3.731e+08 [yf],-5.26e+07 [yf],8.389e+07 [yf],n/a [--],3.138e+08 [yf]
CRUS,Cirrus Logic,Hardware,92.11,42.07,66.8,8.81,51.15,0.0,15.12,30.72,Avoid,,0.885 [yf],3.8 [yf],17.61 [yf],6.1% [yf],5.7% [yf],19.9% [yf],8.0% [mk],52.8% [yf],25.3% [yf],20.3% [yf],0.0 [mk],n/a [--],nan [yf],nan% [yf],1.143 [yf],-15.9% [yf],18.0,,PASS,1.0,False,False,review_low,1.34,live_data_drift,30.88,0.0,30.88,1.0,Hardware,False,90.0,False,"[DIM-DELTA] valuation: CSV=66.30 vs recalc=64.60 (Δ=+1.70) | [LIVE-DRIFT-OK] final diff=1.34 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/CRUS,https://financialmodelingprep.com/financial-summary/CRUS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000772406&type=10-K,https://www.sec.gov/Archives/edgar/data/772406/000077240626000018/0000772406-26-000018-index.htm,2026-07-10 22:05,165.3 [yf],5.045e+07 [yf],9.386 [yf],7.378e+09 [yf],165.3 [yf],-7.537e+08 [yf],1.997e+09 [yf],5.057e+08 [yf],5.127e+08 [yf],-1.484e+07 [yf],5.23e+07 [yf],4.34e+08 [yf],4.604e+08 [yf]
ACN,Accenture,Hardware,86.21,37.76,50.63,15.0,45.06,10.4,13.75,29.07,Avoid,,2.155 [yf],1.07 [yf],8.62 [yf],15.5% [yf],8.3% [yf],4.0% [yf],7.0% [mk],32.0% [yf],16.9% [yf],24.8% [yf],0.05 [mk],n/a [--],16 [yf],-43.0% [yf],1.069 [yf],-57.4% [yf],18.0,,PASS,1.0,False,False,review_medium,2.57,live_data_drift,26.82,0.0,26.82,0.0,Unknown,False,36.1,False,"[DIM-DELTA] valuation: CSV=92.80 vs recalc=88.37 (Δ=+4.43) | [LIVE-DRIFT-OK] final diff=2.57 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/ACN,https://financialmodelingprep.com/financial-summary/ACN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001467373&type=10-K,https://www.sec.gov/Archives/edgar/data/1467373/000146737325000217/0001467373-25-000217-index.htm,2026-07-10 22:05,128 [yf],6.139e+08 [yf],14.85 [yf],1.021e+11 [yf],128 [yf],-1.058e+09 [yf],7.211e+10 [yf],1.216e+10 [yf],1.274e+10 [yf],-6e+08 [yf],1.368e+09 [yf],n/a [--],1.084e+10 [yf]
GE,GE Aerospace,Hardware,42.99,49.78,50.77,2.88,54.94,85.6,14.77,28.52,Avoid,,8.61 [yf],7.95 [yf],41.17 [yf],1.5% [yf],24.7% [yf],-1.8% [yf],10.0% [mk],31.1% [yf],11.7% [yf],45.4% [yf],0.5 [mk],n/a [--],69 [yf],17.3% [yf],1.375 [yf],-20.8% [yf],18.0,,PASS,1.0,False,False,minor_diff,0.21,live_data_drift,25.53,0.0,25.53,0.0,Unknown,False,88.2,False,[DIM-DELTA] valuation: CSV=38.50 vs recalc=42.51 (Δ=-4.01),https://finance.yahoo.com/quote/GE,https://financialmodelingprep.com/financial-summary/GE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000040545&type=10-K,https://www.sec.gov/Archives/edgar/data/40545/000004054526000008/0000040545-26-000008-index.htm,2026-07-10 22:05,357.6 [yf],1.043e+09 [yf],8.686 [yf],3.78e+11 [yf],357.6 [yf],1.074e+10 [yf],4.831e+10 [yf],5.668e+09 [yf],1.104e+10 [yf],-1.273e+09 [yf],1.22e+09 [yf],1.58e+09 [yf],8.68e+09 [yf]
GRMN,Garmin,Hardware,79.08,45.38,61.67,4.62,51.15,0.0,16.07,26.38,Avoid,,1.055 [yf],5.72 [yf],22.69 [yf],1.8% [yf],14.2% [yf],21.5% [yf],8.0% [mk],59.1% [yf],10.8% [yf],19.9% [yf],0.0 [mk],n/a [--],nan [yf],nan% [yf],0.918 [yf],-28.0% [yf],18.0,,PASS,1.0,False,False,minor_diff,0.44,live_data_drift,25.36,0.0,25.36,0.0,Unknown,False,77.2,False,[DIM-DELTA] valuation: CSV=53.60 vs recalc=54.37 (Δ=-0.77),https://finance.yahoo.com/quote/GRMN,https://financialmodelingprep.com/financial-summary/GRMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001121788&type=10-K,https://www.sec.gov/Archives/edgar/data/1121788/000119312526056028/0001193125-26-056028-index.htm,2026-07-10 22:05,234.2 [yf],1.929e+08 [yf],10.32 [yf],4.283e+10 [yf],234.2 [yf],-2.485e+09 [yf],7.464e+09 [yf],8.102e+08 [yf],2.167e+09 [yf],-2.704e+08 [yf],1.888e+08 [yf],1.126e+09 [yf],1.876e+09 [yf]
ROK,Rockwell Automation,Hardware,72.65,46.52,49.94,5.77,40.75,0.0,14.01,24.87,Avoid,,0.824 [yf],6.4 [yf],32.61 [yf],1.8% [yf],11.9% [yf],39.6% [yf],8.0% [mk],48.9% [yf],11.1% [yf],27.2% [yf],0.7 [mk],n/a [--],nan [yf],nan% [yf],1.561 [yf],-18.7% [yf],18.0,,PASS,1.0,False,False,review_low,0.81,live_data_drift,28.39,0.0,28.39,0.0,Unknown,False,93.5,False,"[DIM-DELTA] valuation: CSV=56.90 vs recalc=58.98 (Δ=-2.08) | [LIVE-DRIFT-OK] final diff=0.81 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/ROK,https://financialmodelingprep.com/financial-summary/ROK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001024478&type=10-K,https://www.sec.gov/Archives/edgar/data/1024478/000102447825000116/0001024478-25-000116-index.htm,2026-07-10 22:05,473.8 [yf],1.113e+08 [yf],14.53 [yf],5.557e+10 [yf],473.8 [yf],3.631e+09 [yf],8.804e+09 [yf],9.745e+08 [yf],1.969e+09 [yf],-1.86e+08 [yf],3.25e+08 [yf],6.79e+08 [yf],1.423e+09 [yf]
INTC,Intel Corporation,Hardware,50.78,26.57,16.27,13.36,26.09,98.4,10.36,24.0,Avoid,,1.36 [yf],12.75 [yf],86.7 [yf],-1.2% [yf],7.2% [yf],-40.0% [yf],5.0% [mk],37.2% [yf],-15.4% [yf],-2.9% [yf],0.45 [mk],n/a [--],61 [yf],141.4% [yf],2.228 [yf],-24.2% [yf],16.0,fcf_yield,PASS,1.0,False,False,review_low,0.96,live_data_drift,17.33,0.0,17.33,1.0,Hardware,False,96.4,False,"[DIM-DELTA] valuation: CSV=29.60 vs recalc=37.52 (Δ=-7.92) | [LIVE-DRIFT-OK] final diff=0.96 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/INTC,https://financialmodelingprep.com/financial-summary/INTC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000050863&type=10-K,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm,2026-07-10 22:05,134 [yf],5.026e+09 [yf],1.545 [yf],6.141e+11 [yf],134 [yf],1.224e+10 [yf],5.376e+10 [yf],-8.301e+09 [yf],1.417e+10 [yf],-1.465e+10 [yf],1.171e+10 [yf],1.377e+10 [yf],-2.3e+07 [yf]
HON,Honeywell International,Hardware,71.97,29.58,38.03,2.88,45.06,78.58,17.26,23.17,Avoid,,2.1 [yf],4.53 [yf],20.01 [yf],2.0% [yf],2.4% [yf],-41.9% [yf],6.0% [mk],36.9% [yf],7.8% [yf],24.3% [yf],0.8 [mk],n/a [--],43.2 [yf],8.3% [yf],0.843 [yf],-16.5% [yf],18.0,,PASS,1.0,False,False,review_low,1.21,rounding_difference,17.88,0.0,17.88,0.0,Unknown,False,75.7,False,,https://finance.yahoo.com/quote/HON,https://financialmodelingprep.com/financial-summary/HON,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000773840&type=10-K,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/0000773840-26-000013-index.htm,2026-07-10 22:05,229 [yf],6.337e+08 [yf],11.45 [yf],1.719e+11 [yf],229 [yf],2.536e+10 [yf],3.766e+10 [yf],2.937e+09 [yf],8.526e+09 [yf],-9.86e+08 [yf],1.388e+09 [yf],1.812e+09 [yf],6.567e+09 [yf]
IBM,IBM,Hardware,86.97,39.93,59.17,7.92,45.06,36.66,16.52,22.12,Avoid,YES,1.304 [yf],4.24 [yf],18.51 [yf],5.6% [yf],9.5% [yf],14.2% [yf],5.0% [mk],58.4% [yf],19.0% [yf],35.8% [yf],2.5 [mk],1.06 [mk],29.8 [yf],-7.9% [yf],0.665 [yf],-31.0% [yf],18.0,,PASS,1.0,False,False,review_medium,2.33,live_data_drift,18.86,0.0,18.86,0.0,Unknown,False,76.6,False,"[DIM-DELTA] valuation: CSV=65.00 vs recalc=66.33 (Δ=-1.33) | [LIVE-DRIFT-OK] final diff=2.33 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/IBM,https://financialmodelingprep.com/financial-summary/IBM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000051143&type=10-K,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/0000051143-26-000010-index.htm,2026-07-10 22:05,249.1 [yf],9.399e+08 [yf],13.45 [yf],3.126e+11 [yf],249.1 [yf],5.802e+10 [yf],6.891e+10 [yf],1.308e+10 [yf],1.661e+10 [yf],-1.738e+09 [yf],5.021e+09 [yf],8.316e+09 [yf],1.249e+10 [yf]
TYL,Tyler Technologies,Hardware,64.79,39.55,47.35,6.25,46.85,0.0,13.77,22.11,Avoid,,8.612 [yf],4.69 [yf],18.95 [yf],4.7% [yf],8.6% [yf],2.2% [yf],11.0% [mk],46.8% [yf],22.9% [yf],8.9% [yf],0.4 [mk],1.08 [mk],nan [yf],nan% [yf],0.814 [yf],-53.1% [yf],18.0,,PASS,0.9,True,False,review_medium,4.03,live_data_drift,20.89,0.0,20.89,1.0,SaaS,True,35.0,True,"Sector conflict: CSV=Hardware | Suggested=SaaS (conf=100%) | FMP=/ | Finnhub= | SIC=7372 | [CROSS-SRC] gross_margin: CSV=0.468 vs SEC=0.022 (diff=0.446) | [DIM-DELTA] valuation: CSV=74.60 vs recalc=62.40 (Δ=+12.20) | [LIVE-DRIFT-OK] final diff=4.03 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/TYL,https://financialmodelingprep.com/financial-summary/TYL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000860731&type=10-K,https://www.sec.gov/Archives/edgar/data/860731/000086073126000016/0000860731-26-000016-index.htm,2026-07-10 22:05,278.9 [yf],4.114e+07 [yf],14.72 [yf],1.228e+10 [yf],278.9 [yf],-2.984e+08 [yf],2.381e+09 [yf],5.445e+08 [yf],4.545e+08 [yf],-3.279e+07 [yf],1.479e+08 [yf],2.046e+08 [yf],3.577e+08 [yf]
TSLA,Tesla,Hardware,30.0,37.1,29.62,7.19,30.45,52.67,8.79,20.68,Avoid,,19.3 [yf],15.07 [yf],160.2 [yf],0.3% [yf],15.8% [yf],8.3% [yf],20.0% [mk],19.1% [yf],5.4% [yf],4.9% [yf],0.08 [mk],n/a [--],38.6 [yf],-4.0% [yf],1.798 [yf],-29.9% [yf],18.0,,PASS,1.0,False,False,review_low,0.55,rounding_difference,17.67,0.0,17.67,0.0,Unknown,False,66.7,False,,https://finance.yahoo.com/quote/TSLA,https://financialmodelingprep.com/financial-summary/TSLA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001318605&type=10-K,https://www.sec.gov/Archives/edgar/data/1318605/000162828026003952/0001628280-26-003952-index.htm,2026-07-10 22:05,400.5 [yf],3.756e+09 [yf],2.5 [yf],1.492e+12 [yf],400.5 [yf],-2.885e+10 [yf],9.788e+10 [yf],5.252e+09 [yf],1.109e+10 [yf],-8.527e+09 [yf],6.148e+09 [yf],6.411e+09 [yf],4.849e+09 [yf]
AOSL,Alpha and Omega Semiconductor,Hardware,57.84,35.09,18.8,4.47,43.56,0.0,8.59,14.87,Avoid,YES,1.2 [yf],1.86 [yf],-118.6 [yf],-2.6% [yf],-0.5% [yf],12.0% [yf],10.0% [mk],22.4% [yf],-5.5% [yf],-12.6% [yf],0.15 [mk],n/a [--],nan [yf],nan% [yf],2.567 [yf],-45.3% [yf],14.0,forward_pe(raw=-107); fcf_yield,PASS,0.9,False,False,review_low,0.96,live_data_drift,24.04,0.0,24.04,1.0,Hardware,True,92.9,True,"[CROSS-SRC] gross_margin: CSV=0.224 vs SEC=0.47 (diff=0.246) | [DIM-DELTA] valuation: CSV=69.40 vs recalc=88.47 (Δ=-19.07) | [LIVE-DRIFT-OK] final diff=0.96 within live-data tolerance, not a formula error",https://finance.yahoo.com/quote/AOSL,https://financialmodelingprep.com/financial-summary/AOSL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001387467&type=10-K,https://www.sec.gov/Archives/edgar/data/1387467/000162828025041297/0001628280-25-041297-index.htm,2026-07-10 22:05,48.04 [yf],2.993e+07 [yf],-0.405 [yf],1.19e+09 [yf],48.04 [yf],-1.619e+08 [yf],6.85e+08 [yf],-3.731e+07 [yf],1.388e+07 [yf],-3.718e+07 [yf],6.24e+07 [yf],9.426e+07 [yf],-2.844e+07 [yf]
